Adamowo,0571168,52.8431,19.4869
Adamowo,0117890,53.1806,19.9203
Adamowo,0111952,52.9114,19.8936
Adamowo,0126468,52.9144,20.1775
Adamowo,0508566,52.9136,21.275
Adamowo,0120690,52.6631,20.7
Adamowo,0395702,52.6614,22.4539
Adamowo,0471403,53.87,20.9906
Adamowo,0116582,52.5689,20.6075
Adamowo,0119882,52.5731,20.8897
Adamowo,0407049,53.5881,22.3294
Adamowo,0034921,52.3597,23.1275
Adamowo,0509169,52.7347,21.4933
Adamowo-Osiedle,0149647,54.1617,19.3297
Adamowo-Zastawa,0034915,52.3628,23.1219
Adamów,0283191,52.2619,18.0892
Adamów,0288930,52.1539,18.3631
Kadzidłowa-Adamów,0284078,52.1928,18.9392
Adamów,0577627,52.3408,19.6444
Adamów,0572328,52.285,19.5706
Adamów,0562554,52.1811,19.2064
Adamów,0568887,52.2717,19.2892
Adamów,1038683,52.2128,19.5364
Adamów,0002157,52.1467,20.635
Adamów,0734156,51.9164,20.235
Adamów,0693411,52.3231,21.8139
Adamów,0670210,52.2803,21.7042
Adamów,0536806,51.6664,19.965
Adamów,0632651,51.6694,20.9108
Adamów,1041343,51.5769,19.7872
Adamów,0621699,51.7225,21.3011
Adamów,0667891,51.7431,22.2644
Adamów,0619142,51.6189,21.3717
Adamów,0101882,51.2506,23.1047
Adamów,0105414,51.1136,23.3142
Adamów,0621015,51.3806,21.3858
Adamów,0627220,51.3256,21.0433
Adamów,0884861,50.5942,23.1503
Adamów,0710256,51.8719,19.0036
Adamów,0725341,51.7719,19.6906
Adamów,0535184,51.4069,19.3111
Adamów,0541530,51.2114,19.3692
Adamów,0544964,51.1581,19.7486
Adamów,0544734,51.1008,19.2931
Adamów,0556128,51.4464,19.9125
Adamów,0546880,51.3592,20.3931
Adamów,0547773,51.2817,20.1117
Adamów,0557576,51.1961,20.1342
Adamów,0230622,51.02,21.1492
Adamów,0636229,51.0289,21.4431
Adamów,0801177,50.8089,21.4578
Adamów,0269908,51.0597,20.4286
Adamów,0797100,50.7775,21.5244
Adamów,0138796,50.9692,19.2103
Adamów,0134083,50.8686,19.335
Adamów,0142600,50.7292,19.1856
Adamów-Kolonia,0283200,52.2575,18.0739
Adamów-Kolonia,0884878,50.5839,23.1364
Adamów-Kolonia,0134090,50.8756,19.3433
Adamów-Parcel,0735196,52.0167,20.5803
Adamów-Wieś,0735210,52.0242,20.5961
Adamów Drwalewski,0616422,51.9228,21.0364
Adamów Rososki,0616439,51.9175,21.1392
Adamówek,0001117,52.3664,20.7258
Adamówek,0732341,51.9453,20.5389
Adamówek,0721455,51.5669,18.9244
Adamówka,1057746,52.1292,21.3594
Adamówka,0907190,50.9356,22.8044
Adamówka,0598569,50.2583,22.6958
Adamówka,0603566,49.9867,22.7836
Adamówka,0981280,50.5381,21.1672
Adampol,0673124,52.5164,21.5911
Adampol,0675376,52.3953,21.7258
Adampol,0110697,51.5453,23.4614
Adampol,0957152,51.2192,22.6817
Adampol,0110674,51.5547,23.4594
Adamusy,0409137,53.4072,21.78
Adamy,0991717,49.6906,19.4706
Adelin,0202620,51.8725,18.3906
Adelin,0523459,52.4961,21.4497
Adelina,0379778,51.1378,22.1489
Adelina,0904776,50.6597,23.7747
Adelinów,0552308,51.2825,19.8789
Adelinów,0538981,51.0711,20.0806
Adolfin,1027455,52.7161,18.6697
Adolfin,0107420,51.1789,23.2908
Adolfin,0630474,51.4494,21.3867
Adolfinów,0550812,51.2978,19.5481
Adolfowo,0593514,52.1089,16.215
Adolfowo,0527820,52.97,17.0192
Adolfowo,0124179,52.9281,20.0717
Adolfów,0669370,52.6517,22.2814
Adolfów,0416947,51.935,19.3589
Adolfów,0718884,51.6808,19.1392
Adrianka,1045619,53.4681,19.5297
Afryka,0557582,51.2231,20.0814
Agatówka,0811075,50.61,22.0072
Agatówka,0808660,50.8381,22.0814
Kolonia Agnieszki,0937623,50.2858,19.0089
Agnieszkowo,0866231,52.5558,18.765
Agnieszkowo,0578213,52.9275,19.5181
Agnieszkowo,0124469,52.9314,20.0372
Agnieszkowo-Krzyżówki,0578220,52.9169,19.5458
Agnieszków,0201193,51.7564,18.3425
Agnopol,0536829,51.6622,20.0292
Agrafinówka,0757039,54.1558,22.7397
Akacyjki,0198769,51.5169,18.1536
Aksamitowizna,0766009,54.2247,22.6561
Aksamity,0960705,49.6811,20.0972
Aksmanice,0602207,49.6761,22.7406
Akwizgran,0273608,50.9278,20.3839
Albertowa,0429022,49.4558,19.6828
Albertowo,0150030,53.7003,19.0961
Albertowsko,0583875,52.2664,16.1981
Albertów,0298206,52.0258,18.415
Albertów,0550031,51.6761,19.8244
Albertów,0544438,51.5969,20.1133
Albertów,0389699,51.2992,23.0561
Albertów,0705574,51.7922,19.1833
Albertów,0137785,51.0278,18.8192
Albertynowo,1005330,52.8306,17.0522
Albigowa,0654635,50.0172,22.2281
Albinów,0675873,52.6083,22.1256
Albinów,0413498,51.9722,19.825
Albinów,0676559,52.1756,21.9361
Albinów Duży,0887641,50.7161,22.7425
Albinów Mały,0887658,50.7136,22.7289
Albrechtówka,0955911,51.3125,21.9156
Alej Borowa,0212334,49.9339,19.0567
Alej Kaniowska,0212340,49.935,19.04
Aleksandria,0194843,51.6186,18.2153
Aleksandria,0697923,51.6128,18.485
Aleksandria,0120709,52.6089,20.6225
Aleksandria,0734601,52.0139,20.4208
Aleksandria,0414285,51.9431,19.3292
Aleksandria Druga,0135214,50.7347,18.955
Aleksandria Krzywowolska,0105420,51.1394,23.2731
Aleksandria Niedziałowska,0105443,51.0769,23.3514
Aleksandria Pierwsza,0135220,50.7411,18.9533
Aleksandrowice,0882425,51.4428,16.7867
Aleksandrowice,0343504,50.0811,19.7631
Aleksandrowice,0923590,49.8069,19.0017
Aleksandrowiec,0088710,53.3075,18.0656
Aleksandrowo,0369722,51.8414,16.9347
Aleksandrowo,0593715,52.2331,16.1197
Aleksandrowo,0533073,52.7197,16.3097
Aleksandrowo,0183874,52.6317,15.9392
Aleksandrowo,0531571,52.9042,17.4944
Aleksandrowo,0084333,53.2222,18.14
Aleksandrowo,0994029,53.0319,17.8358
Aleksandrowo,0079289,52.815,18.0494
Aleksandrowo,0859076,52.6747,18.8725
Aleksandrowo,0127002,52.9267,20.3225
Aleksandrowo,0127166,52.8533,20.2983
Aleksandrowo,0576415,52.6278,19.9067
Aleksandrowo,0753225,54.0858,22.7728
Aleksandrowo,0760662,54.0953,23.1592
Aleksandrowo,0518955,52.7417,21.4122
Aleksandrowo,0028435,52.57,22.7889
Aleksandrowo,0764000,53.8372,21.9372
Aleksandrowo,0119830,52.5372,20.8017
Aleksandrowo,0507220,53.2222,20.8714
Aleksandrowo,0512881,53.1567,21.4247
Aleksandrowo,0521992,53.0522,21.9006
Aleksandrów,0590668,52.0617,17.4081
Aleksandrów,0292480,52.0183,18.6567
Aleksandrów,0204116,51.9006,18.2261
Aleksandrów,0143260,51.0961,18.4739
Aleksandrów,0281789,52.2508,18.9875
Aleksandrów,0577194,52.3283,19.41
Aleksandrów,0580090,52.2372,19.5667
Aleksandrów,0921600,52.4164,21.1475
Aleksandrów,0005569,52.4042,21.0483
Aleksandrów,0574391,52.3264,19.8297
Aleksandrów,0566003,52.3047,19.9519
Aleksandrów,0001123,52.3386,20.6308
Aleksandrów,0736505,52.2567,20.1269
Aleksandrów,0739202,52.1386,20.3222
Aleksandrów,0723247,51.8192,20.5142
Aleksandrów,0673466,52.2144,21.7239
Aleksandrów,0007350,51.9653,20.9494
Aleksandrów,0631290,51.9256,20.7189
Aleksandrów,0001502,51.9431,21.1789
Aleksandrów,0678274,51.8156,21.5453
Aleksandrów,0554448,51.6281,19.8647
Aleksandrów,0628537,51.7669,21.3269
Aleksandrów,0671734,51.8361,21.675
Aleksandrów,0679322,51.9017,22.4622
Aleksandrów,0689177,51.8942,22.0686
Aleksandrów,0019790,51.79,23.3506
Aleksandrów,0642106,51.5892,20.79
Aleksandrów,0625332,51.4203,21.3444
Aleksandrów,0636235,51.1664,21.5214
Aleksandrów,0635885,51.1153,21.3669
Aleksandrów,0615701,51.2125,20.7544
Aleksandrów Duży,0636241,51.0819,21.5853
Aleksandrów,0791970,50.9328,21.9725
Aleksandrów,0714774,51.6778,18.9239
Aleksandrów,0972520,50.0422,22.5258
Aleksandrów,0540446,51.4692,19.6203
Aleksandrów,0711468,51.2903,18.8936
Aleksandrów,0541380,51.2417,19.2553
Aleksandrów,0541078,51.2289,19.4917
Aleksandrów,0534368,51.2661,19.9781
Aleksandrów,0134806,50.7817,19.7664
Aleksandrów,0801912,50.7611,21.3822
Aleksandrów k. Wąsosza,0135102,50.73,19.6906
Aleksandrów,0277351,50.4017,20.6806
Aleksandrów,0266778,50.5761,20.1561
Aleksandrów,0262600,50.4269,20.515
Aleksandrów,0141640,50.9175,18.7206
Aleksandrów Czwarty,0885487,50.4733,22.8456
Aleksandrów Drugi,0885493,50.4658,22.8925
Aleksandrów Kujawski,0985384,52.875,18.6947
Aleksandrów Łódzki,0958654,51.8203,19.305
Aleksandrów Pierwszy,1056095,52.1728,21.2286
Aleksandrów Pierwszy,0885501,50.4642,22.9211
Aleksandrów Trzeci,0885518,50.47,22.8672
Aleksandrówek,0284664,52.0775,18.0822
Aleksandrówek,0284517,52.17,19.0147
Aleksandrówek,0711422,51.8589,19.0022
Aleksandrówek,0706852,51.5614,19.2053
Aleksandrów Pierwszy,0553905,51.5683,19.5561
Aleksandrów Drugi,0553897,51.5772,19.5531
Aleksandrówka,0370719,51.5997,16.4514
Aleksandrówka,0287303,52.2417,18.6389
Aleksandrówka,0580109,52.1928,19.7075
Aleksandrówka,0930420,52.88,20.6325
Aleksandrówka,0770028,54.2708,23.1122
Aleksandrówka,0669890,52.2047,21.4175
Aleksandrówka,0032661,53.3086,23.7619
Aleksandrówka,0671970,52.2317,22.0656
Aleksandrówka,0042197,53.2833,23.7433
Aleksandrówka,0011593,51.8375,22.76
Aleksandrówka,1019763,51.9531,23.0908
Aleksandrówka,0018684,51.8458,23.0522
Aleksandrówka,0613955,51.8494,20.7531
Aleksandrówka,0691234,51.9642,22.0953
Aleksandrówka,0106566,51.3278,23.3475
Aleksandrówka,0385974,51.4864,22.4044
Aleksandrówka,0107689,51.21,23.1286
Aleksandrówka,0627302,51.5708,21.5436
Aleksandrówka,0631746,51.4147,21.6292
Aleksandrówka,0787916,50.8708,22.4475
Aleksandrówka,0702392,51.9258,19.0267
Aleksandrówka,0230208,50.99,20.8953
Aleksandrówka,0143490,50.82,19.5253
Aleksandrynów,0564091,52.5025,19.3778
Aleksewo,0561744,52.5989,20.0031
Aleksicze,0044428,52.9689,23.3611
Aleksiejówka,0757312,54.0467,23.3656
Alfonsowo,0623570,51.7833,20.9692
Alfonsów,0575290,52.4003,19.8772
Alfonsów,0720763,51.805,18.8103
Alfonsów,0719027,51.7222,19.1653
Alfonsów,0547780,51.3253,20.1269
Alfredówka,0800090,50.4647,21.7403
Alinowo,0286195,52.395,18.1372
Alojzów,0104751,50.9903,23.5525
Alojzów,0622546,51.2231,21.2525
Alojzów,0904799,50.7528,23.8186
Alpy,0161878,54.6797,18.0569
Altain,0039427,52.4339,22.9358
Altana,0861995,52.7053,18.6183
Altanka,0738088,52.2522,20.2189
Altona,0182260,52.6264,15.1936
Alwernia,0314454,50.0686,19.5419
Amalka,0174800,54.2731,17.8072
Amandów,0218816,50.1411,18.0664
Ambrożew,0565481,52.03,19.3156
Ambrożów,0259850,50.9364,21.1106
Amelin,0511657,53.0647,21.2381
Amelin,0019175,51.6264,22.6778
Amelin,0382421,51.4294,22.3719
Amelin,0549447,51.0586,19.5156
Ameliówka,0250168,50.9072,20.7853
Ameryczka,0097212,52.9936,17.6361
Ameryka,0493445,50.7797,17.8392
Ameryka,0140391,50.8372,18.3797
Ameryka,1005979,52.8561,16.0389
Ameryka,0744479,54.6753,17.4378
Ameryka,0165273,54.7853,18.2436
Ameryka,0163423,54.4036,18.0078
Ameryka,1027886,53.35,18.0453
Ameryka,0484191,53.6078,20.3169
Ameryka,0721604,51.6247,19.0175
Ameryka,0894960,50.6339,23.9119
Ameryka,0550918,51.1742,19.0197
Ameryka,1066656,50.1061,20.3961
Ameryka,0142214,50.7075,18.5897
Rzepiska,0223421,50.4817,18.6428
Ameryka Dzierżąska,0163110,54.3239,18.2703
Ameryka Północna,0237140,50.3875,20.4258
Ameryka Wschodnia,0237156,50.385,20.4356
Amirowice,0723678,51.86,20.4894
Anachów,0493801,50.2911,17.9183
Anastazew,0523471,52.5236,21.4878
Anastazew,0415008,51.8958,19.1956
Anastazewo,0300423,52.4539,18.0297
Anastazów,0658231,50.0858,21.5803
Anastazów,0535190,51.4125,19.3222
Anatolin,0572707,52.3253,19.7642
Ancuty,0035850,52.9244,23.4897
Andrespol,0413050,51.7256,19.6389
Andruszkowice,0806625,50.6681,21.7019
Andrychów,0924023,49.8528,19.3414
Andrychy,0396943,53.5117,22.1456
Andryjanki,0024029,52.6089,22.9972
Andrzejewo,0970891,52.3892,17.22
Andrzejewo,0291463,52.3878,17.9725
Andrzejewo,0770034,54.2831,23.0922
Andrzejewo,0394507,52.8306,22.2003
Andrzejewo,0769812,53.7586,23.1089
Andrzejewo,1012577,53.5425,23.5044
Andrzejewo-Kolonie,0394513,52.8406,22.1903
Andrzejki,0400567,53.1044,21.9964
Andrzejki-Tyszki,0508106,52.9733,21.9475
Andrzejówka-Kolonia,0894983,50.6375,23.8503
Andrzejów,0203269,51.1817,18.2339
Andrzejów,0577700,52.3525,19.66
Andrzejów,0009544,52.3097,20.3189
Zacisze,0030828,53.3839,23.0219
Andrzejów,0108766,51.3867,23.2192
Andrzejów,0103906,51.0808,23.685
Andrzejów,0633225,51.2875,21.7539
Andrzejów,0791148,50.7656,22.4403
Andrzejów,0721656,51.6147,18.8783
Andrzejów,0958460,51.7408,19.6075
Andrzejów,0711480,51.2928,19.0436
Andrzejów,0145945,51.1194,19.1239
Andrzejów,0142125,50.6697,18.6289
Andrzejów Duranowski,0738094,52.1992,20.2497
Andrzejówka,0683720,51.9783,21.6358
Andrzejówka,0631752,51.4117,21.6039
Andrzejówka,0885725,50.5933,22.6081
Andrzejówka,0722437,51.4156,18.6806
Andrzejówka,0894977,50.6444,23.8517
Andrzejówka,0234732,50.5922,20.7519
Andrzejówka,0454741,49.3417,20.8233
Andrzejpole,0582516,52.3131,17.31
Andzin,0119787,52.5861,20.6786
Andziółówka,0052907,49.5817,18.9011
Annetów,0559138,52.2006,19.6553
Anglity,0154140,54.0906,19.7431
Angowice,0081330,53.6558,17.5606
Anielew,0288248,52.2747,18.3175
Anielew,0681483,52.1686,21.6592
Anielewo,0301240,52.1039,17.8033
Anielewo,0285698,52.3336,18.0858
Anielewo,0842667,53.2167,19.045
Anielewo,0840763,53.3086,19.3583
Anielin,0211085,51.8669,18.1056
Anielin,0374350,51.7561,17.1536
Anielin,0092545,53.1814,17.7514
Anielin,0528630,53.5564,16.8519
Anielin,0858906,52.4453,18.9058
Anielin,0569154,52.3836,19.2919
Anielin,0564100,52.3664,19.4619
Anielin,0115000,52.7858,20.8475
Anielin,0120715,52.6619,20.6681
Anielin,0920516,52.0853,21.2806
Anielin,0613978,51.8272,20.8339
Anielin,0628543,51.7819,21.2828
Anielin,0548175,51.5325,20.3267
Anielin,0677168,51.8217,22.2053
Anielin,0618510,51.4611,21.5492
Anielin,0636809,51.2358,21.3144
Anielin,0389883,51.4094,21.8258
Anielin,0786207,50.9311,21.9217
Anielin,0415818,51.8697,19.6589
Anielin,0706875,51.6333,19.1242
Anielin,0704988,51.3267,18.8606
Anielin,0555117,51.0014,19.7797
Anielin Swędowski,0415847,51.9183,19.5414
Anielina,0975693,52.1664,21.5775
Anielinek,0674572,52.0781,21.4322
Anielinek,0673472,52.2242,21.6339
Anielino,0774026,53.5567,15.2178
Anieliny,0094716,53.1289,17.4953
Anielki,0013669,51.9072,22.77
Anielów,0688172,51.7769,21.7783
Anielów,0552573,51.1719,19.2203
Anielów,0545277,51.18,19.7872
Anielówka,0385980,51.57,22.2856
Anielpol,0104515,50.9025,23.3253
Anin,0572305,52.2644,19.5133
Anin,0482571,53.9539,19.8436
Anin,0918850,52.2214,21.1581
Aniołka-Parcele,0210217,51.1486,17.9783
Aniołka Druga,0210418,51.1558,17.9781
Aniołka Pierwsza,0210200,51.1375,17.9994
Aniołki,0206233,51.4381,17.8817
Aniołki,0203447,51.1839,18.2506
Aniołowo,0154157,54.1203,19.5964
Aniołów,0959270,51.8486,19.3525
Aniołów,0930874,50.8425,19.1522
Ankamaty,0148895,53.9286,19.2814
Anna,0276601,51.0917,20.8947
Anna,0939480,50.3161,19.3164
Borowie,0999475,52.5092,19.4239
Annapol,0199303,51.9911,17.5286
Annobór,0384555,51.4289,22.5897
Annobór-Kolonia,0384561,51.435,22.5906
Annogóra,0592087,52.7397,16.4975
Annolesie,0711497,51.3031,18.9061
Annolesie,0142622,51.0578,18.9431
Annopol,0202347,51.8717,18.3533
Annopol,0202353,51.8669,18.36
Annopol,0373221,51.6622,16.9278
Annopol,0577640,52.4111,19.6375
Annopol,1057775,52.1792,21.3211
Annopol,0517967,52.9747,20.8903
Annopol,0691837,52.4303,21.7022
Annopol,0923377,52.4153,22.865
Annopol,0614707,51.8167,20.5722
Annopol,0671190,51.8511,21.5989
Annopol,0383142,51.6672,22.4072
Annopol,0383136,51.6683,22.3914
Annopol,0110993,51.0067,23.7717
Annopol,0786213,50.8856,21.8569
Annopol,0889025,50.9078,23.9036
Annopol,0919312,52.3011,21.0222
Annopol Duży,0537303,51.6681,20.1047
Annopol Mały,0537310,51.6747,20.1119
Annopole,0596659,52.2094,17.1969
Annopole,0530241,53.3358,16.9561
Annosław,0726240,51.7639,20.4258
Annowo,0582077,52.5,17.0006
Annowo,0091238,53.0303,17.8636
Annowo,0085120,52.8117,17.875
Annowo,0844502,53.4678,18.9217
Annowo,0866248,52.5664,18.7861
Annowo,0507420,53.2683,20.8017
Annów,0537326,51.6475,20.19
Annów,0905669,50.92,22.4986
Annów,0632154,51.4047,21.6192
Annów,0720770,51.8217,18.7883
Hannów,0830635,50.2997,21.1442
Annówka,0204197,51.9925,18.2303
Annówka,0383159,51.6778,22.4736
Annówka,0706332,51.7994,19.0883
Anonin,0689190,51.8953,22.1881
Antałówka,0431444,49.6436,19.8783
Antałówka,0963780,49.2919,19.9756
Anteczków,0374752,51.8367,17.1503
Antolek,0920545,52.3364,21.2036
Antolin,0014410,52.2594,23.1511
Antolin,0536812,51.6636,19.9519
Antolin,0799546,50.8044,22.4508
Antolka,0246304,50.4028,20.0989
Antolka,0139123,50.6322,19.5269
Antomieszki,0753870,54.3122,21.9967
Antonia,0518300,53.4533,21.4375
Antonia,0513343,53.4667,21.5106
Antonie,0515738,53.1172,21.525
Antonie,0142869,51.0864,18.95
Antonielów,0544970,51.2378,19.7233
Antonielów,0248289,50.9444,20.1942
Antoniew,1038973,52.2697,19.5192
Antoniew,0558707,52.1719,19.6628
Antoniew,0738639,52.2492,20.1808
Antoniew,0733576,52.1956,20.1711
Antoniew,0739219,52.0375,20.3297
Antoniew,0702400,51.9153,19.0397
Antoniew,0413512,51.9789,19.6869
Antoniew,0705597,51.7533,19.1656
Antoniew,0412731,51.7903,19.3503
Antoniew-Lubocha,0702110,51.8958,19.0992
Antoniewice,0784527,52.9403,14.5992
Antoniewko,0178399,53.0944,15.7678
Antoniewo,0373497,51.6717,16.8736
Antoniewo,0206581,51.4806,17.8081
Antoniewo,0527196,52.8419,16.4478
Antoniewo,0594583,52.6608,17.1864
Antoniewo,0091089,52.9844,17.9783
Maśka,0080045,53.8964,17.5853
Antoniewo,0080039,53.8922,17.6206
Antoniewo,0842012,53.1617,18.6453
Antoniewo,0843276,53.1081,19.0364
Antoniewo,0847417,52.9483,18.7869
Antoniewo,0858154,52.6578,18.8158
Antoniewo,0865119,52.4022,19.2747
Antoniewo,0565015,52.7439,19.665
Antoniewo,0482364,53.9356,19.9239
Antoniewo,0516241,52.8344,21.8039
Antoniewo,0125167,52.9025,19.9892
Antoniewo-Góry,0125196,52.9136,19.96
Antoniewo,0594590,52.6547,17.1986
Antoniewo Górne,0594608,52.6494,17.2142
Antoniki,0606292,50.1872,23.1614
Antonin,0211458,52.1108,17.6156
Antonin,0209668,51.6464,18.3525
Antonin,0207327,51.5117,17.8447
Antonin,0969787,52.4164,17.0211
Antonin,0586187,52.3703,17.315
Antonin,0586879,52.1644,17.4147
Antonin,0591372,52.6139,16.8344
Antonin,0155530,53.8089,19.1978
Antonin,0395560,52.6894,22.5536
Antonina,0673489,52.2097,21.6975
Antonin,0671728,51.8219,21.6567
Antonin,0017957,51.7328,22.6822
Antonin,0101534,51.1433,23.5478
Antonin,1027018,51.0753,23.6936
Antonin,0714700,51.7286,19.0461
Antonin,0700826,51.4792,18.8558
Antonina,0670226,52.3217,21.7111
Antonina,0710322,51.8556,18.8506
Antonina,0711528,51.3025,18.9497
Antonina,0145780,51.155,19.115
Antoninek,0595080,52.2692,16.6447
Antoninek,0969793,52.4072,17.0217
Antoninek,0674550,52.0325,21.4831
Antoninów,0564122,52.5033,19.5292
Antoninów,0569421,52.4219,19.6092
Antoninów,0723253,51.8556,20.4183
Antoninów,0006149,52.0564,20.9067
Antoninów,0711362,51.8644,19.0225
Antoninów,0551591,51.4239,20.1339
Antoninów,0240193,50.6697,20.4206
Antoniny,0529657,53.0583,17.0661
Antoniów,0192301,50.8969,15.5014
Antoniów,0501050,50.6908,18.1989
Antoniów,0546897,51.4686,20.2081
Antoniów,0386324,51.2236,22.8633
Antoniów,0625272,51.4575,21.1233
Antoniów,0637200,51.2619,21.2167
Antoniów,0617048,51.2,21.4044
Antoniów,0615718,51.2036,20.6986
Antoniów,0804649,50.7319,21.8928
Antoniów,0544415,51.1122,19.2908
Antoniów,0543574,51.1294,19.5667
Antoniów,0618711,51.4283,20.5086
Antoniów,0557599,51.2131,20.1744
Antoniów,0226260,51.0492,21.5314
Antoniów,0136952,50.9825,19.3658
Antoniów,0238240,50.5697,20.8258
Antoniów,0245990,50.8847,20.1264
Antoniów,0266057,50.6836,21.1253
Antoniów,0239741,50.5839,20.5028
Antoniów,0139117,50.8686,19.0947
Antoniów,0134232,50.8522,19.5036
Antoniów,0425060,49.7439,20.1472
Antoniów-Kolonia,0386330,51.2261,22.8817
Antoniów Duży,0226276,51.0514,21.5308
Antoniów Mały,0226282,51.05,21.5222
Leśniczówka Antoniów,0622954,51.2017,21.3522
Antoniówka,0388702,51.5803,22.6672
Antoniówka,0384058,51.0642,22.7692
Antoniówka,0888215,50.9594,22.9128
Antoniówka,0905379,50.9239,22.7497
Antoniówka,0625355,51.4306,21.2789
Antoniówka,0631769,51.4267,21.5772
Antoniówka,0891683,50.5642,23.3714
Antoniówka,0810638,50.7706,22.1389
Antoniówka,0717376,51.4397,19.0289
Antoniówka,0890554,50.6564,23.4703
Antoniówka,0541397,51.2058,19.2561
Antoniówka,0551616,51.4114,20.1636
Antoniówka,0797808,50.5772,21.4592
Antoniówka Świerżowska,0680271,51.6761,21.4839
Antoniówka Wilczkowska,0680302,51.6914,21.4956
Kolonia Kuniczki,0551622,51.4125,20.1792
Antonowo,0757855,54.0603,21.7514
Antonowo,0507182,52.7222,21.9167
Antonowo,0038273,52.7228,23.3336
Antonów,0143691,50.8806,18.6542
Antonówka,0695829,51.8028,21.9494
Antonówka,0379784,51.0931,22.0847
Antonówka,0987816,50.7825,23.8867
Antońka,0665136,50.3514,21.4978
Antopol,0017644,51.6528,23.2433
Antopol,0386583,51.2786,22.2528
Antopol,0543605,51.0842,19.5475
Antosin,0771803,54.3075,22.8222
Antosin,0736528,52.2744,20.0819
Antosze,0453500,49.6642,20.0906
Antoszka,0504670,50.3781,18.035
Anulin,0999587,52.4072,19.3647
Anusin,0533570,53.1489,17.2275
Anusin,0867294,52.5686,18.4861
Anusin,0039404,52.3892,22.9119
Anusin,0107436,51.175,23.1383
Anusin,0390410,51.0633,22.8669
Anusin,0617054,51.205,21.6053
Anusin,0721030,51.8161,18.9294
Anusin,0578590,52.1533,19.3225
Anusin,0895209,50.6714,23.8975
Anusin,0037954,52.4136,23.1819
Anusinek,1053719,52.3831,21.0194
Anuszewo,0764128,53.5247,21.6875
Handzele,0069807,49.6997,19.5431
Aplinki,0161335,53.755,18.8219
Apolinów,0535209,51.42,19.3364
Apolonia,0719240,51.7325,19.1608
Apolonka,0556418,51.4719,19.8997
Apolonka,0133149,50.7122,19.4847
Aptynty,0468950,54.3042,21.3028
Arbasy,0027401,52.5111,22.5439
Arbasy Małe,0027418,52.5083,22.5603
Arcelin,0121927,52.655,20.3147
Archutowo,0560176,52.51,20.0986
Archutówko,0560182,52.4994,20.0806
Arciechów,0007539,52.4981,21.0822
Arciechów,0566010,52.3719,20.0953
Arciechówek,0566026,52.3622,20.0928
Arciszewo,0858668,52.4603,18.8725
Arciszewo,0169348,54.2592,18.5653
Arcugowo,0590421,52.4494,17.6956
Ardapy,0470250,54.2303,20.7544
Arendarczykówka,0461652,49.5747,19.8925
Arentowo,0528066,53.1056,17.0397
Argentyna,0103409,51.4261,23.435
Argentyna,0226922,50.2656,20.5947
Ariany,0871048,52.8011,18.8494
Arkadia,0732967,52.0822,20.0075
Arklity,0468967,54.2969,21.3444
Arkuszewo,0291894,52.3419,18.9417
Arkuszewo,0970649,52.5369,17.6378
Arkuszów,0265891,50.6656,21.1539
